chr1	0	879403
chr1	881253	898365
chr1	901614	915568
chr1	918293	934497
chr1	937242	941901
chr1	942968	973428
chr1	977455	988685
chr1	989743	994839
chr1	997042	1008408
chr1	1010203	1015278
chr1	1016313	1034049
chr1	1035390	1044283
chr1	1044832	1055245
chr1	1056390	1090012
chr1	1091679	1133146
chr1	1133891	1138325
chr1	1140060	1176392
chr1	1177134	1181769
chr1	1182327	1206284
chr1	1208329	1221289
chr1	1222295	1247965
chr1	1250048	1268957
chr1	1269719	1282211
chr1	1284944	1324000
chr1	1325328	1330669
chr1	1331410	1532234
chr1	1532673	1593635
chr1	1595959	1740793
chr1	1744197	1746417
chr1	1747033	1852091
chr1	1855994	1872397
chr1	1874226	1881938
chr1	1883022	1982687
chr1	1983789	2013025
chr1	2015655	2157125
chr1	2159207	2167787
chr1	2169850	2176137
chr1	2176577	2190268
chr1	2191110	2192757
chr1	2195049	2277696
chr1	2278128	2354366
chr1	2356597	2376124
chr1	2378337	2407084
chr1	2407850	2489072
chr1	2490853	2493532
chr1	2494481	2504178
chr1	2505410	2510213
chr1	2511362	2548825
chr1	2551752	2605802
chr1	2607530	3001821
chr1	3004075	3006975
chr1	3008986	3010281
chr1	3011201	3013343
chr1	3013823	3332788
chr1	3334480	3394708
chr1	3395854	3470785
chr1	3471705	3549835
chr1	3551826	3563398
chr1	3566106	3588997
chr1	3593289	3685693
chr1	3687319	3711643
chr1	3713559	3734522
chr1	3735952	3796529
chr1	3798559	3839134
chr1	3840095	3840581
chr1	3841330	4623974
chr1	4627770	4628025
chr1	4628587	4681245
chr1	4682647	5985957
chr1	5988199	6020567
chr1	6021148	6173130
chr1	6175391	6191349
chr1	6194298	6200262
chr1	6201653	6203298
chr1	6203915	6229141
chr1	6231577	6236132
chr1	6241215	6243751
chr1	6244930	6254362
chr1	6256121	6379745
chr1	6380275	6386447
chr1	6388884	6413219
chr1	6414035	6414634
chr1	6415090	6418079
chr1	6418592	6441435
chr1	6441655	6454522
chr1	6455223	6479482
chr1	6480598	6484030
chr1	6486722	6490943
chr1	6492208	6547601
chr1	6549306	6573892
chr1	6575599	6594300
chr1	6599087	6606371
chr1	6608001	6608261
chr1	6610391	6619688
chr1	6620108	6695334
chr1	6696505	6777761
chr1	6779954	6780526
chr1	6781367	6955812
chr1	6956850	6957448
chr1	6958559	7674381
chr1	7675755	7697951
chr1	7699989	7746961
chr1	7747427	7764641
chr1	7767426	7777386
chr1	7778340	7778608
chr1	7779869	7936803
chr1	7937163	7948519
chr1	7948896	7955928
chr1	7957179	8017009
chr1	8021838	8312203
chr1	8313364	8416557
chr1	8419593	8695335
chr1	8699123	8809892
chr1	8813116	8866543
chr1	8870928	8871936
chr1	8874708	9122258
chr1	9124089	9175041
chr1	9178518	9192607
chr1	9193286	9195751
chr1	9196870	9228519
chr1	9229834	9286773
chr1	9288818	9422953
chr1	9423615	9533700
chr1	9536037	9583428
chr1	9584444	9645876
chr1	9647399	9680613
chr1	9685333	9816475
chr1	9819991	9903316
chr1	9905782	9936264
chr1	9938832	9991140
chr1	9992303	10026986
chr1	10029304	10203691
chr1	10206959	10393142
chr1	10395662	10424304
chr1	10425701	10465507
chr1	10468183	10468792
chr1	10470684	10513751
